TransactionID,CustomerTenureYears,CustomerSegment,EstimatedIncome,CreditScore,RiskFlag,FraudProbability,ChannelType,CustomerBehaviorScore
TXN16435,4,Mid Value,320183,609,Medium,0.042,Autopay,56
TXN16436,8,Low Value,1412499,629,High,0.19,Autopay,74
TXN16437,9,Mid Value,1022523,699,Medium,0.144,Autopay,71
TXN16438,8,Premium,2219135,893,High,0.02,Mobile,51
TXN16439,1,Low Value,2733521,841,Medium,0.106,Mobile,7
TXN16440,6,Low Value,1882002,894,High,0.181,QR,23
TXN16441,9,Premium,2308402,595,Low,0.051,Mobile,62
TXN16442,2,Low Value,1199708,874,High,0.027,QR,93
TXN16443,9,Low Value,2124192,692,Medium,0.244,Mobile,16
TXN16444,5,Premium,2337092,650,Low,0.063,Autopay,38
TXN16445,8,High Value,2363787,854,Low,0.098,Mobile,74
TXN16446,3,Premium,228468,573,Medium,0.117,QR,67
TXN16447,9,Mid Value,2958737,837,High,0.026,Autopay,5
TXN16448,2,High Value,960433,607,High,0.149,Mobile,31
TXN16449,1,Premium,2533020,675,Medium,0.202,QR,37
TXN16450,0,Low Value,1721694,648,Medium,0.133,QR,92
TXN16451,0,Low Value,2971180,679,Low,0.238,Intent,82
TXN16452,0,Low Value,1527925,648,Medium,0.133,Autopay,58
TXN16453,1,High Value,1506092,861,Low,0.046,Intent,21
TXN16454,5,Mid Value,1812935,696,Low,0.184,QR,53
TXN16455,8,High Value,3107562,847,Medium,0.233,Autopay,78
TXN16456,2,High Value,3083176,673,High,0.021,Mobile,42
TXN16457,2,Low Value,1040179,707,Low,0.046,Mobile,28
TXN16458,9,Low Value,346589,894,Low,0.248,Autopay,60
TXN16459,7,Mid Value,3084423,859,Medium,0.057,Intent,53
TXN16460,6,High Value,2026230,826,Medium,0.22,Autopay,81
TXN16461,3,Premium,2675972,827,High,0.041,QR,49
TXN16462,4,Premium,3129399,567,High,0.116,Autopay,18
TXN16463,2,High Value,1016536,552,Low,0.15,Autopay,86
TXN16464,0,High Value,1979519,899,Medium,0.174,Autopay,78
TXN16465,5,Low Value,1020821,615,Low,0.223,Autopay,71
TXN16466,7,Premium,602558,599,Low,0.155,QR,56
TXN16467,6,High Value,2577493,625,Medium,0.18,Mobile,87
TXN16468,0,Mid Value,542354,683,High,0.22,Autopay,6
TXN16469,7,Mid Value,2211634,596,High,0.004,QR,66
TXN16470,3,Low Value,1345695,872,High,0.072,Intent,74
TXN16471,2,Premium,2647852,564,Medium,0.217,Intent,32
TXN16472,9,Mid Value,1710565,638,Low,0.077,QR,59
TXN16473,9,Mid Value,1682354,739,High,0.151,Mobile,45
TXN16474,2,Low Value,848151,860,Medium,0.071,Mobile,78
TXN16475,3,Premium,1413226,561,High,0.183,Intent,93
TXN16476,2,Premium,639331,655,High,0.158,Intent,13
TXN16477,1,Low Value,1502650,896,Low,0.091,Mobile,24
TXN16478,1,Premium,2427106,818,Low,0.158,Mobile,29
TXN16479,7,High Value,2307964,616,Low,0.089,Mobile,82
TXN16480,2,Mid Value,2466577,830,Medium,0.003,QR,23
TXN16481,3,Mid Value,2276802,703,Medium,0.131,QR,27
TXN16482,2,Low Value,225300,611,Medium,0.208,Intent,29
TXN16483,1,Mid Value,2445032,799,High,0.115,Autopay,22
TXN16484,6,High Value,2884664,702,High,0.04,Intent,70
TXN16485,9,Low Value,2431518,668,Medium,0.227,Intent,22
TXN16486,4,High Value,1874617,689,High,0.077,Autopay,80
TXN16487,6,Premium,2472936,626,Medium,0.137,QR,76
TXN16488,9,Low Value,2198368,786,Low,0.233,Autopay,77
TXN16489,9,High Value,2050584,579,Medium,0.047,Mobile,41
TXN16490,5,Mid Value,873171,874,Medium,0.244,Autopay,81
TXN16491,3,Premium,3086553,791,High,0.047,QR,90
TXN16492,8,Mid Value,3071908,687,High,0.018,Intent,24
TXN16493,2,Premium,539711,892,Medium,0.117,Mobile,76
TXN16494,5,Premium,757097,780,Medium,0.163,Intent,27
TXN16495,4,Mid Value,2419102,581,Low,0.007,Autopay,91
TXN16496,4,Premium,556008,886,High,0.24,Intent,86
TXN16497,3,High Value,2998926,642,Low,0.172,Autopay,60
TXN16498,7,Premium,2674386,675,Medium,0.153,QR,1
TXN16499,3,Premium,1019792,725,Medium,0.172,Intent,47
TXN16500,5,High Value,610967,704,Low,0.144,Mobile,30
TXN16501,0,Low Value,2069360,730,Medium,0.144,Autopay,91
TXN16502,5,Low Value,2506692,593,Medium,0.224,Mobile,99
TXN16503,6,Premium,2342925,861,High,0.25,Intent,80
TXN16504,8,Low Value,415506,670,Low,0.075,Mobile,41
TXN16505,2,Low Value,1699983,874,Medium,0.028,QR,6
TXN16506,2,High Value,519981,560,Medium,0.082,Autopay,2
TXN16507,2,Low Value,621153,769,Low,0.044,QR,46
TXN16508,1,Premium,707082,606,Low,0.114,Autopay,97
TXN16509,4,Low Value,1608943,885,High,0.072,Autopay,45
TXN16510,9,High Value,1426058,809,Low,0.248,Intent,57
TXN16511,4,Low Value,214044,718,High,0.249,Autopay,99
TXN16512,3,Premium,2540440,723,Low,0.109,Intent,38
TXN16513,6,High Value,1752820,800,High,0.152,Autopay,77
TXN16514,6,High Value,2478994,708,Medium,0.242,Autopay,13
TXN16515,9,High Value,2423182,780,Medium,0.029,Mobile,44
TXN16516,1,Mid Value,687598,878,Low,0.202,QR,64
TXN16517,0,Low Value,2930743,842,High,0.146,QR,90
TXN16518,3,High Value,2467433,771,Medium,0.029,Intent,53
TXN16519,6,Mid Value,469875,751,Medium,0.016,QR,90
TXN16520,8,Low Value,1701532,589,Medium,0.109,QR,88
TXN16521,7,High Value,1940904,841,Low,0.24,QR,3
TXN16522,2,Premium,2326350,773,Medium,0.102,Mobile,15
TXN16523,6,Low Value,609691,789,Medium,0.223,Mobile,45
TXN16524,2,Mid Value,2210181,858,High,0.164,Intent,38
TXN16525,3,Mid Value,2377135,865,High,0.185,Mobile,63
TXN16526,1,Mid Value,1803176,617,Low,0.185,Intent,93
TXN16527,6,Low Value,1402339,640,High,0.165,Intent,37
TXN16528,7,Low Value,2859389,661,High,0.119,QR,58
TXN16529,0,Premium,2408522,565,High,0.03,QR,55
TXN16530,2,High Value,2535101,779,Medium,0.152,Mobile,77
TXN16531,4,Premium,1375764,862,High,0.075,Intent,25
TXN16532,5,High Value,2981130,576,Low,0.088,Mobile,56
TXN16533,6,Mid Value,2068644,624,Medium,0.192,Autopay,83
TXN16534,0,Premium,1745542,824,High,0.193,QR,68
TXN16535,2,Mid Value,2937976,630,High,0.149,Mobile,15
TXN16536,1,Mid Value,509125,619,Low,0.068,Mobile,28
TXN16537,5,Mid Value,1440704,785,Low,0.127,Intent,47
TXN16538,2,Low Value,2814146,766,Medium,0.089,Mobile,20
TXN16539,0,Low Value,2109526,803,High,0.23,Intent,12
TXN16540,3,High Value,867818,555,Low,0.014,Intent,59
TXN16541,4,High Value,347093,872,Low,0.04,Mobile,42
TXN16542,4,Low Value,2913556,703,Medium,0.019,Mobile,30
TXN16543,9,Low Value,2345972,891,Low,0.042,Mobile,2
TXN16544,0,High Value,1449495,819,Medium,0.237,Intent,22
TXN16545,6,Premium,1872435,645,High,0.239,Intent,80
TXN16546,6,Low Value,675703,825,Low,0.003,Intent,55
TXN16547,4,Low Value,1233749,574,Medium,0.029,Intent,2
TXN16548,6,Low Value,1877454,762,Medium,0.182,Intent,98
TXN16549,2,Premium,1243735,797,Medium,0.112,Autopay,76
TXN16550,8,High Value,1482104,667,High,0.21,QR,3
TXN16551,8,High Value,886790,800,High,0.133,QR,73
TXN16552,4,Mid Value,2448595,735,Low,0.17,QR,15
TXN16553,5,Premium,277830,854,Low,0.128,Mobile,96
TXN16554,5,Low Value,2338932,787,High,0.143,Mobile,69
TXN16555,5,Low Value,874823,734,Medium,0.222,Intent,14
TXN16556,6,Mid Value,365873,591,Medium,0.095,Autopay,93
TXN16557,3,Premium,3001672,675,Medium,0.226,Mobile,4
TXN16558,3,High Value,2762668,785,Medium,0.245,QR,83
TXN16559,8,Low Value,1988432,896,High,0.108,Autopay,17
TXN16560,3,Mid Value,220709,610,Low,0.088,Intent,55
TXN16561,5,Mid Value,1578188,688,High,0.052,Mobile,81
TXN16562,2,Low Value,1908438,661,Medium,0.116,Mobile,19
TXN16563,1,Mid Value,2748956,588,Low,0.068,Autopay,13
TXN16564,6,High Value,1764459,600,High,0.015,Autopay,77
TXN16565,4,High Value,842006,788,Low,0.137,Mobile,93
TXN16566,4,Premium,1602026,640,High,0.174,Intent,3
TXN16567,3,Mid Value,370732,556,Low,0.157,QR,95
TXN16568,9,Premium,1353157,684,Medium,0.207,Intent,9
TXN16569,1,Mid Value,2819142,795,High,0.042,Mobile,96
TXN16570,6,Premium,2517111,701,Low,0.116,Intent,87
TXN16571,2,High Value,980984,795,Medium,0.248,Mobile,18
TXN16572,0,Mid Value,685148,821,Low,0.225,Mobile,31
TXN16573,0,Premium,1830649,594,Low,0.1,Intent,80
TXN16574,2,Low Value,2769973,797,High,0.242,QR,90
TXN16575,6,Premium,2097046,817,High,0.085,QR,13
TXN16576,1,Mid Value,2057889,625,Medium,0.142,Intent,94
TXN16577,7,High Value,1690938,660,Medium,0.094,Autopay,16
TXN16578,0,High Value,2711469,559,High,0.105,Autopay,39
TXN16579,6,High Value,1323980,856,Medium,0.128,Mobile,33
TXN16580,8,Mid Value,1322959,868,High,0.222,QR,65
TXN16581,9,Premium,2745400,663,Low,0.242,Intent,98
TXN16582,0,Low Value,1815823,572,Medium,0.08,Mobile,14
TXN16583,6,Premium,1695878,745,High,0.13,Mobile,8
TXN16584,2,High Value,1300488,650,Low,0.109,Autopay,96
TXN16585,7,Premium,1194226,799,Low,0.201,Intent,99
TXN16586,7,Premium,2577536,796,High,0.197,Intent,26
TXN16587,6,Mid Value,2506902,878,Medium,0.128,Autopay,31
TXN16588,6,Mid Value,980807,712,High,0.018,Mobile,26
TXN16589,8,Mid Value,1636677,859,Medium,0.153,Mobile,27
TXN16590,0,High Value,1004203,669,High,0.09,QR,27
TXN16591,1,High Value,1243179,574,Medium,0.123,Intent,18
TXN16592,7,Low Value,1101967,577,Low,0.189,Intent,74
TXN16593,9,Mid Value,572288,755,Medium,0.181,QR,59
TXN16594,2,Low Value,1553446,665,Low,0.009,Mobile,15
TXN16595,2,High Value,570592,801,Medium,0.061,Mobile,20
TXN16596,1,High Value,671127,734,Low,0.04,Autopay,79
TXN16597,8,Low Value,1279490,818,Medium,0.24,Mobile,88
TXN16598,8,Low Value,1284726,869,Low,0.079,Intent,44
TXN16599,0,High Value,2735281,598,High,0.165,Autopay,25
TXN16600,7,Mid Value,2519340,676,Medium,0.217,Autopay,38
TXN16601,4,High Value,1613663,599,High,0.022,QR,17
TXN16602,0,Mid Value,714052,698,High,0.101,Intent,16
TXN16603,8,High Value,360235,816,Medium,0.106,Autopay,9
TXN16604,4,High Value,799737,699,High,0.066,QR,75
TXN16605,1,High Value,954608,666,Low,0.233,Autopay,78
TXN16606,7,Mid Value,2571937,708,High,0.096,QR,86
TXN16607,3,Premium,1831684,638,Low,0.19,Mobile,29
TXN16608,7,Premium,2608753,601,High,0.009,Mobile,45
TXN16609,6,Low Value,2002821,555,Low,0.12,QR,69
TXN16610,1,Premium,1538023,853,Medium,0.197,QR,97
TXN16611,5,Premium,1928445,855,High,0.161,QR,66
TXN16612,8,Premium,2605569,657,Medium,0.079,QR,87
TXN16613,9,Mid Value,2360074,579,Medium,0.218,Autopay,44
TXN16614,4,High Value,224134,835,Medium,0.144,Autopay,67
TXN16615,5,Premium,2644538,863,Low,0.196,QR,43
TXN16616,4,Premium,3157857,782,Low,0.184,Mobile,42
TXN16617,5,Mid Value,751325,897,Low,0.162,QR,81
TXN16618,3,Premium,1870005,873,Medium,0.084,QR,88
TXN16619,6,Mid Value,488951,879,High,0.095,Mobile,58
TXN16620,7,Mid Value,3141242,633,High,0.048,Autopay,28
TXN16621,6,Low Value,1885433,690,Medium,0.022,Mobile,95
TXN16622,3,Premium,2868912,657,High,0.243,QR,1
TXN16623,3,High Value,2432235,628,Medium,0.057,Autopay,89
TXN16624,8,Mid Value,861343,753,High,0.243,Mobile,97
TXN16625,5,Mid Value,400476,867,High,0.013,Autopay,31
TXN16626,5,Mid Value,3177751,648,High,0.021,Mobile,9
TXN16627,8,Premium,1144093,584,Medium,0.046,Intent,95
TXN16628,9,Premium,3053498,708,Medium,0.081,Mobile,2
TXN16629,9,Premium,3141426,785,High,0.117,Intent,51
TXN16630,1,Mid Value,2895881,636,Low,0.077,Autopay,86
TXN16631,3,High Value,825972,681,Medium,0.029,Mobile,48
TXN16632,5,High Value,1451747,855,Medium,0.04,Intent,53
TXN16633,2,Mid Value,2876477,745,Low,0.217,QR,12
TXN16634,7,Low Value,337281,649,Low,0.133,Autopay,44
TXN16635,6,Low Value,3132986,650,High,0.074,Autopay,85
TXN16636,8,High Value,2320892,589,Medium,0.218,Intent,8
TXN16637,8,High Value,878114,608,High,0.008,Mobile,41
TXN16638,3,High Value,2369624,770,Medium,0.025,Autopay,55
TXN16639,0,Low Value,1271142,739,Low,0.216,Autopay,58
TXN16640,1,Premium,217735,710,High,0.23,Autopay,67
TXN16641,9,High Value,2458793,777,High,0.028,QR,53
TXN16642,3,High Value,2623954,594,High,0.023,QR,84
TXN16643,7,Low Value,2990630,730,Low,0.204,Intent,83
TXN16644,7,Premium,2581342,636,Low,0.069,Autopay,90
TXN16645,0,Premium,2837409,726,High,0.055,Mobile,86
TXN16646,1,Premium,2607583,885,High,0.222,Intent,68
TXN16647,5,Mid Value,3023593,690,High,0.022,QR,60
TXN16648,1,Low Value,2126597,832,Low,0.131,QR,48
TXN16649,0,Mid Value,872444,771,High,0.229,Autopay,79
TXN16650,5,Low Value,2338052,754,High,0.221,Mobile,86
TXN16651,3,Mid Value,233203,831,Medium,0.217,Autopay,92
TXN16652,8,Mid Value,2912435,679,High,0.174,QR,40
TXN16653,9,Mid Value,2360333,858,Low,0.153,Intent,40
TXN16654,3,Premium,624365,568,Medium,0.174,Autopay,13
TXN16655,0,Premium,411654,738,Medium,0.015,QR,49
TXN16656,8,Premium,1629912,695,Low,0.139,QR,64
TXN16657,2,Premium,284390,578,Low,0.079,Autopay,89
TXN16658,8,Premium,940053,576,Medium,0.05,Mobile,44
TXN16659,2,High Value,671681,682,Low,0.207,Autopay,94
TXN16660,3,Premium,2277279,846,Low,0.042,QR,72
TXN16661,4,Premium,1276146,793,Low,0.096,QR,90
TXN16662,8,Premium,1609495,805,Low,0.198,QR,65
TXN16663,2,Mid Value,405567,551,High,0.161,Autopay,29
TXN16664,8,Mid Value,386777,830,High,0.003,Intent,50
TXN16665,7,High Value,2938686,832,High,0.181,Intent,32
TXN16666,0,Mid Value,1444227,703,Medium,0.23,Intent,43
TXN16667,6,Mid Value,3038729,698,High,0.247,Intent,53
TXN16668,9,Mid Value,2491571,646,Low,0.063,Autopay,11
TXN16669,2,Premium,1575751,699,Low,0.233,Autopay,6
TXN16670,8,Premium,2363535,667,Low,0.094,Mobile,29
TXN16671,7,Premium,3014276,636,Low,0.008,QR,7
TXN16672,6,Mid Value,1990765,590,Medium,0.014,Mobile,3
TXN16673,6,Mid Value,3116118,641,High,0.083,Autopay,67
TXN16674,5,Low Value,2291796,558,Medium,0.203,QR,7
TXN16675,8,Mid Value,1244690,588,Medium,0.06,Mobile,53
TXN16676,4,Premium,436712,766,Medium,0.213,Intent,43
TXN16677,8,Mid Value,3026486,605,High,0.22,QR,86
TXN16678,5,Mid Value,1300942,872,Low,0.013,Mobile,18
TXN16679,7,Premium,2272009,841,High,0.217,QR,19
TXN16680,0,Mid Value,308728,634,High,0.189,QR,77
TXN16681,5,Low Value,1417421,624,Medium,0.067,QR,90
TXN16682,6,High Value,2401034,744,Medium,0.222,QR,96
TXN16683,3,Premium,1949383,803,Medium,0.073,QR,80
TXN16684,1,High Value,624601,601,High,0.048,Intent,42
TXN16685,6,Mid Value,1050723,553,High,0.243,Autopay,9
TXN16686,0,Low Value,2930312,823,Medium,0.026,QR,36
TXN16687,2,High Value,2426570,560,Low,0.166,QR,4
TXN16688,1,High Value,645532,800,Medium,0.107,Mobile,28
TXN16689,9,High Value,2505996,650,Medium,0.09,Mobile,10
TXN16690,6,Mid Value,2888982,897,Medium,0.238,Intent,59
TXN16691,2,Mid Value,216295,585,Medium,0.014,Intent,85
TXN16692,7,Mid Value,1473741,692,Medium,0.013,Mobile,64
TXN16693,6,Low Value,727986,711,High,0.182,Autopay,65
TXN16694,5,Mid Value,2261711,568,High,0.194,Mobile,14
TXN16695,9,Low Value,670811,743,Low,0.098,QR,56
TXN16696,0,Premium,1299143,753,Medium,0.192,Mobile,77
TXN16697,3,High Value,194526,661,Low,0.014,Intent,31
TXN16698,6,Mid Value,2418559,857,Medium,0.013,Autopay,79
TXN16699,5,Low Value,2404573,645,High,0.115,Autopay,46
TXN16700,4,Mid Value,772097,688,High,0.243,QR,57
TXN16701,1,High Value,749464,815,Low,0.121,QR,16
TXN16702,2,Premium,1658241,765,Low,0.205,QR,82
TXN16703,6,Premium,897440,773,High,0.059,Mobile,63
TXN16704,1,Low Value,2879235,704,Medium,0.2,Intent,97
TXN16705,8,Premium,1773985,864,Low,0.06,Autopay,90
TXN16706,1,Premium,2906974,663,High,0.016,Mobile,2
TXN16707,6,Mid Value,2712543,686,High,0.178,QR,96
TXN16708,6,Low Value,1315475,759,Medium,0.068,Intent,78
TXN16709,1,Premium,2306184,829,Medium,0.212,QR,38
TXN16710,1,Premium,1320323,586,High,0.131,Intent,2
TXN16711,9,Low Value,3049524,619,Low,0.174,QR,86
TXN16712,6,High Value,1444588,825,Low,0.075,Mobile,92
TXN16713,6,Premium,674605,849,High,0.228,QR,72
TXN16714,7,Premium,1986229,616,Low,0.069,QR,94
TXN16715,3,Mid Value,2003105,586,High,0.192,QR,39
TXN16716,4,High Value,2011423,668,Medium,0.029,Autopay,66
TXN16717,3,Premium,1143674,723,High,0.093,QR,2
TXN16718,5,Premium,2727670,673,Low,0.139,Mobile,57
TXN16719,3,Premium,2137575,843,Low,0.042,Autopay,89
TXN16720,5,Mid Value,1213568,577,Medium,0.115,QR,33
TXN16721,8,Low Value,1609942,892,Medium,0.161,Intent,22
TXN16722,2,High Value,753632,801,Low,0.035,Intent,30
TXN16723,6,Mid Value,2647990,713,Low,0.111,Autopay,21
TXN16724,6,Premium,636143,730,Medium,0.152,Intent,23
TXN16725,7,Mid Value,1754109,772,Medium,0.167,Intent,43
TXN16726,5,Low Value,1920749,871,Medium,0.179,QR,79
TXN16727,9,Mid Value,2683161,553,Medium,0.194,Intent,96
TXN16728,8,Premium,936487,706,Low,0.185,Intent,29
TXN16729,2,Low Value,1922266,698,Low,0.022,Autopay,41
TXN16730,4,Premium,884935,635,High,0.231,Mobile,94
TXN16731,1,High Value,2079508,640,High,0.093,Mobile,52
TXN16732,4,High Value,1934714,848,High,0.082,QR,35
TXN16733,0,Low Value,596002,680,Low,0.239,QR,81
TXN16734,7,Mid Value,3053447,664,High,0.061,Intent,45
TXN16735,6,Mid Value,591280,564,Low,0.193,Autopay,78
TXN16736,5,Premium,2812525,859,High,0.183,Mobile,20
TXN16737,7,Premium,1842250,839,Medium,0.06,QR,82
TXN16738,4,High Value,1602659,737,High,0.089,QR,91
TXN16739,2,Mid Value,2055569,788,High,0.204,Mobile,9
TXN16740,1,High Value,2365485,655,Low,0.013,Mobile,85
TXN16741,4,Premium,1902349,816,High,0.18,Autopay,2
TXN16742,1,High Value,2093454,842,Medium,0.15,Autopay,48
TXN16743,1,Low Value,2030646,712,High,0.111,Intent,80
TXN16744,3,Mid Value,2648632,608,High,0.188,Intent,98
TXN16745,2,Premium,600187,853,Low,0.216,Intent,14
TXN16746,1,Premium,2311756,711,Medium,0.151,Autopay,52
TXN16747,1,High Value,1047284,886,Medium,0.145,Intent,49
TXN16748,0,High Value,1023771,618,Medium,0.2,Intent,1
TXN16749,2,Mid Value,834608,578,High,0.145,Mobile,5
TXN16750,1,Mid Value,1012328,774,Medium,0.052,Autopay,46
TXN16751,4,Low Value,3062565,886,High,0.183,Autopay,50
TXN16752,3,Mid Value,1416053,826,Low,0.072,QR,68
TXN16753,0,Mid Value,1930485,848,High,0.114,Intent,89
TXN16754,5,Mid Value,2009899,838,Low,0.006,Autopay,81
TXN16755,6,High Value,941642,606,Low,0.232,QR,16
TXN16756,9,Low Value,2654118,805,High,0.031,QR,63
TXN16757,5,High Value,1286149,662,High,0.201,Mobile,89
TXN16758,1,Premium,522386,707,Low,0.138,Intent,96
TXN16759,4,Low Value,1070816,758,Low,0.107,Autopay,46
TXN16760,2,Mid Value,1050739,725,Low,0.187,QR,29
TXN16761,5,Mid Value,247217,767,High,0.079,Intent,56
TXN16762,3,Mid Value,2706572,800,High,0.235,Intent,30
TXN16763,6,Mid Value,880979,889,Low,0.198,Intent,17
TXN16764,3,Mid Value,301443,849,High,0.113,QR,78
TXN16765,0,Premium,3044712,743,Medium,0.21,Mobile,81
TXN16766,9,High Value,2880944,666,High,0.082,QR,95
TXN16767,8,High Value,283007,597,Low,0.08,Mobile,97
TXN16768,9,Premium,1813979,700,Low,0.044,QR,1
TXN16769,2,High Value,1313380,701,Medium,0.039,Mobile,16
TXN16770,8,Mid Value,949276,594,Medium,0.04,QR,36
TXN16771,4,Low Value,1184211,706,Medium,0.178,Intent,99
TXN16772,5,Low Value,713513,724,Low,0.217,QR,80
TXN16773,9,Premium,649131,660,High,0.018,QR,29
TXN16774,3,Premium,1681611,755,Low,0.012,Autopay,78
TXN16775,3,Premium,2382992,710,High,0.165,Autopay,58
TXN16776,8,Low Value,1447196,831,Medium,0.244,QR,54
TXN16777,0,Premium,1858064,813,Medium,0.019,Autopay,84
TXN16778,0,Premium,3173016,646,High,0.029,Intent,53
TXN16779,6,Premium,2592392,894,Low,0.105,Mobile,16
TXN16780,9,Low Value,2026194,635,Low,0.24,Intent,5
TXN16781,8,Premium,797443,826,High,0.226,Intent,94
TXN16782,9,Low Value,847431,701,Low,0.037,Intent,53
TXN16783,7,High Value,2400580,598,Low,0.176,Intent,72
TXN16784,0,Mid Value,214217,618,High,0.081,Intent,48
TXN16785,2,Premium,1571110,800,Low,0.199,QR,33
TXN16786,7,High Value,2033624,582,Medium,0.033,Autopay,38
TXN16787,9,Low Value,356924,832,Medium,0.094,Mobile,99
TXN16788,1,Mid Value,1244323,707,Medium,0.13,Autopay,83
TXN16789,2,Mid Value,1509407,730,Medium,0.089,Intent,97
TXN16790,5,Mid Value,3096604,794,Low,0.071,Mobile,41
TXN16791,0,Premium,2094799,767,Medium,0.211,QR,57
TXN16792,1,Low Value,1187027,622,Low,0.167,Intent,6
TXN16793,1,Low Value,2952021,669,Medium,0.128,Mobile,82
TXN16794,5,High Value,2124372,856,Low,0.237,Autopay,86
TXN16795,2,Mid Value,354134,658,High,0.181,Autopay,2
TXN16796,2,Mid Value,1672120,841,Low,0.247,Mobile,99
TXN16797,1,Premium,1325005,846,Low,0.131,Autopay,84
TXN16798,3,Premium,1297080,731,High,0.027,QR,42
TXN16799,8,High Value,324614,606,Low,0.164,Intent,58
TXN16800,7,High Value,1590321,609,Low,0.033,Autopay,14
TXN16801,5,Premium,2744763,722,Low,0.124,Mobile,65
TXN16802,1,Premium,2907684,887,Medium,0.116,Intent,52
TXN16803,4,Premium,201826,586,High,0.2,Intent,80
TXN16804,6,High Value,3120468,856,Low,0.034,Mobile,5
TXN16805,4,Low Value,846928,838,Low,0.121,Intent,98
TXN16806,5,Mid Value,1698524,600,Medium,0.21,Mobile,21
TXN16807,0,High Value,2078130,768,High,0.053,Mobile,57
TXN16808,9,Low Value,1404460,814,Low,0.039,Mobile,36
TXN16809,1,Premium,2301214,855,High,0.125,Mobile,39
TXN16810,6,Mid Value,2000901,753,Medium,0.041,Mobile,64
TXN16811,4,Premium,387908,786,Medium,0.081,Mobile,41
TXN16812,2,Low Value,1069590,644,Low,0.175,Autopay,83
TXN16813,3,Low Value,1717681,760,Medium,0.095,QR,94
TXN16814,0,Low Value,3146544,694,High,0.111,QR,28
TXN16815,9,High Value,282353,637,Low,0.19,Intent,3
TXN16816,6,Low Value,2242333,575,Medium,0.119,Autopay,61
TXN16817,2,Mid Value,1109346,803,Low,0.142,Mobile,36
TXN16818,9,High Value,410884,559,High,0.003,Mobile,68
TXN16819,9,High Value,928751,635,High,0.249,Mobile,8
TXN16820,5,Premium,2728439,792,High,0.097,QR,10
TXN16821,1,Mid Value,940319,576,High,0.012,QR,7
TXN16822,4,Low Value,2486346,576,High,0.072,Mobile,14
TXN16823,8,Mid Value,1249363,721,High,0.094,Intent,92
TXN16824,0,Premium,3081555,573,High,0.038,Mobile,45
TXN16825,6,Premium,1009802,779,Low,0.196,Intent,39
TXN16826,8,Low Value,1822406,614,Medium,0.151,Autopay,23
TXN16827,9,Mid Value,1978498,796,Medium,0.062,Intent,50
TXN16828,1,Low Value,2589331,658,High,0.032,Autopay,97
TXN16829,9,Mid Value,1414130,580,Medium,0.062,QR,62
TXN16830,0,Premium,2294506,568,High,0.171,QR,25
TXN16831,0,High Value,747133,650,Low,0.125,Autopay,5
TXN16832,6,Low Value,531733,836,Low,0.238,QR,51
TXN16833,0,Premium,2319355,847,Low,0.053,Mobile,11
TXN16834,9,Low Value,548144,653,Medium,0.033,QR,38
TXN16835,4,Premium,2747022,615,Low,0.228,Mobile,55
TXN16836,3,Low Value,313005,791,High,0.183,QR,39
TXN16837,4,High Value,1601080,573,Low,0.165,Intent,17
TXN16838,6,High Value,2393077,699,Low,0.236,Mobile,56
TXN16839,8,Low Value,1001476,887,Medium,0.156,Mobile,55
TXN16840,4,Low Value,1058051,817,High,0.144,Intent,88
TXN16841,1,Low Value,3147172,833,High,0.044,Mobile,68
TXN16842,6,Premium,2514116,580,Medium,0.233,QR,34
TXN16843,0,High Value,256327,642,High,0.066,Intent,34
TXN16844,0,High Value,2191690,656,High,0.042,Intent,87
TXN16845,9,Low Value,838019,847,Low,0.233,Autopay,51
TXN16846,5,Mid Value,967451,890,Low,0.13,Autopay,47
TXN16847,1,Mid Value,2050733,572,Low,0.024,QR,9
TXN16848,5,High Value,807825,599,Medium,0.125,Intent,70
TXN16849,6,High Value,272145,638,Medium,0.153,QR,12
TXN16850,6,Low Value,2601352,723,Medium,0.092,Autopay,97
TXN16851,4,Premium,566598,739,Medium,0.25,Autopay,98
TXN16852,1,Low Value,196827,649,High,0.19,Intent,43
TXN16853,7,Low Value,676476,780,Low,0.198,Mobile,53
TXN16854,7,Premium,3109388,635,Low,0.159,Intent,13
TXN16855,4,High Value,3114742,847,High,0.125,Mobile,82
TXN16856,6,Premium,584642,566,High,0.227,Intent,24
TXN16857,1,Mid Value,936250,870,High,0.104,QR,54
TXN16858,2,Mid Value,2771064,890,Low,0.224,Mobile,46
TXN16859,6,Premium,682620,633,Medium,0.085,Intent,43
TXN16860,5,Low Value,1067075,660,Low,0.007,Intent,55
TXN16861,5,Low Value,1663870,625,Low,0.119,Autopay,59
TXN16862,7,Low Value,528346,870,High,0.132,Mobile,35
TXN16863,9,Mid Value,2836071,880,Medium,0.154,QR,52
TXN16864,7,High Value,2255995,662,Low,0.132,QR,96
TXN16865,4,High Value,2395616,645,Low,0.215,QR,28
TXN16866,2,Low Value,554425,685,Low,0.146,QR,57
TXN16867,9,Low Value,2713445,817,High,0.175,Intent,54
TXN16868,1,High Value,2669950,607,Low,0.022,Mobile,13
TXN16869,4,Low Value,1816108,586,Medium,0.061,Autopay,93
TXN16870,3,High Value,741175,839,Low,0.035,Intent,19
TXN16871,5,High Value,1813566,610,Medium,0.126,Mobile,88
TXN16872,5,Low Value,2075480,851,Medium,0.018,Intent,63
TXN16873,9,Low Value,1399215,663,High,0.003,QR,60
